"如何透過交易系統全額線上預繳股票? 交割銀行若為中國信託，請您至臨櫃簽署「預收款轉撥同意書」，簽署完成後即可進行線上預繳。
請登入各交易平台的「E服務」>全額線上預繳，操作說明如下：
1.e 統金：首頁 >主選單【E服務】>全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
2.金贏島：點選左下方選單【交易/帳務】>統合e網 >點選下拉選單內的【E服務】>查詢 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
3.e指發APP(舊版)：首頁 >【統一專區】>E服務 >全額線上預繳 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
4.e指發APP(新版)：首頁 >功能總覽> 交易類「 全額預繳」 >下一步 >選擇帳號 >輸入預繳金額 >確定預繳。
※可執行全額預繳時間：交易日8:00-14:30。",,,
"線上借券約定 一、電腦申請：
        證券官網 > 最新消息 >借券專區 >有價證券出借線上約定
        https://tinyurl.com/j6fs4cdn        
       金贏島：報價畫面 > 交易/帳務 > 統合e網 > 借券約定
        e 統金：首頁 > 證券交易帳務 > 約定申請
        金好探：統一證資訊 > 統一 e 統金 >首頁 > 證券交易帳務 > 約定申請
二、e指發APP
       舊版首頁 > 借券專區 >借券申請
       新版首頁 > 功能總覽 >交易類 借券專區 >借券申請

※注意事項
借券開戶後即可點選「前往出借線上約定」進行股票出借約定，待開戶完成後，本次約定出借條件才會生效9:50前開戶審核通過，10:00生效；12:50前開戶審核通過，13:00生效；14:50前開戶審核通過，15:00生效。",,,
"線上開借券戶 一、電腦申請：
        證券官網 > 最新消息 >借券專區 >有價證券借貸線上開戶
        https://tinyurl.com/bdfdrww4
        金贏島：報價畫面 > 交易/帳務 > 統合e網 > 借券開戶
        e 統金：首頁 > 客戶服務 > 借券線上開戶
        金好探：統一證資訊 > 統一 e 統金 >首頁 > 客戶服務 > 借券線上開戶
二、e指發APP
       舊版首頁 > 借券專區 >借券開戶
       新版首頁 > 功能總覽 >交易類 借券專區 >借券開戶

※注意事項
借券開戶後即可點選「前往出借線上約定」進行股票出借約定，待開戶完成後，本次約定出借條件才會生效9:50前開戶審核通過，10:00生效；12:50前開戶審核通過，13:00生效；14:50前開戶審核通過，15:00生效。",,,
"e指發密碼解鎖 登入密碼錯誤次數達3次，帳戶即會被鎖定，線上解鎖方式：
e指發APP登入口點選「密碼解鎖」>輸入身分證和西元出生年月日> 登入>點選「解鎖」

※為確保交易安全，線上解鎖有次數限制，當達次數上限，需隔日再進行申請，若需專人服務，請致電客服專線028172-4668，服務時間為台股交易日8:00~20:00。",,,
"e統金密碼解鎖 登入密碼錯誤次數達3次，帳戶即會被鎖定，線上解鎖方式：
e統金登入口點選「密碼專區」>輸入身分證和西元出生年月日> 登入>點選「解鎖」

※為確保交易安全，線上解鎖有次數限制，當達次數上限，需隔日再進行申請，若需專人服務，請致電客服專線028172-4668，服務時間為台股交易日8:00~20:00。",,,
"出金密碼解鎖與重置 忘記「出金密碼」或因密碼輸入錯誤達3次導致鎖定，請帳戶本人於台股交易日8:00~20:00致電客服專線028172-4668進行解鎖或重置
(出金密碼重置後為身分證字號全碼，第一碼英文請輸入大寫)",,,
"忘記密碼如何線上補發? 該裝置需具備有效電子憑證且已申請「證券電子月對帳單」，純信託戶或複委託戶需臨櫃補發密碼。
一、電腦：
       1.證券帳號密碼補發：
       證券官網>「密碼專區」> 立即補發
       https://tinyurl.com/2mb2rmyn
       2.期貨帳號密碼補發：
       期貨官網 > 密碼補發
      https://tinyurl.com/5n89y67d
     (Edge請以ie相容模式開啟此網站)

二、e指發APP
       e 指發登入口>補發密碼      
      (僅支援證券帳號進行線上密碼補發)
      
※注意事項
1. 超過30分鐘未收到電子密碼函信件，請先檢查郵件信箱垃圾信件夾，或致電客服專線028172-4668，由專人為您查詢。
2.線上成功補發網路密碼後請以帳號登入交易系統，密碼變更後再進行總歸戶設定，即可使用身分證登入交易系統。
總歸戶設定說明：
一、電腦操作：
       1.統一e統金 > 客戶服務 >總歸戶設定
       2.金贏島 > 報價畫面 > 功能 >下單設定 >總歸戶設定
       3.金好探 >報價畫面 >統一證資訊 >統一e統金 >客戶服務 >總歸戶設定
二、行動裝置操作：
       e 指發APP：
       舊版首頁 >統一專區 >總歸戶設定
       新版首頁 > 功能總覽 > 我的 總歸戶設定",,,
"金好探密碼解鎖 登入密碼錯誤次數達3次，帳戶即會被鎖定，線上解鎖方式：
金好探登入口點選「密碼專區」>輸入身分證和西元出生年月日> 登入>點選「解鎖」

※為確保交易安全，線上解鎖有次數限制，當達次數上限，需隔日再進行申請，若需專人服務，請帳戶本人致電客服專線028172-4668，服務時間為台股交易日8:00~20:00。",,,
"金贏島密碼解鎖 登入密碼錯誤次數達3次，帳戶即會被鎖定，線上解鎖方式：
金贏島登入口點選「密碼專區」>輸入身分證和西元出生年月日> 登入>點選「解鎖」 

※為確保交易安全，線上解鎖有次數限制，當達次數上限，需隔日再進行申請，若需專人服務，請帳戶本人致電客服專線028172-4668，服務時間為台股交易日8:00~20:00。",,,
"密碼常見錯誤訊息 登入出現密碼錯誤訊息，請依照下方說明排除：
1.出現101代碼：密碼錯誤，請確認密碼後再重新輸入。
2.出現106代碼：密碼輸入錯誤次數已達三次，帳戶已鎖定。
3.出現102代碼：密碼輸入錯誤次數已超過三次，帳戶已鎖定。

「線上密碼解鎖」請輸入帳戶身分證與西元生日8位進行解鎖。
一、電腦線上解鎖：
      1.官網線上解鎖：
       https://tinyurl.com/2mb2rmyn
      2.各交易平台登入頁面 > 密碼專區
二、e 指發APP：
      登入頁面>「密碼解鎖」 

※為確保交易安全，線上解鎖有次數限制，當達次數上限，需隔日再進行申請，若需專人服務，請致電客服專線028172-4668，服務時間為台股交易日8:00~20:00。",,,
"密碼單生效時間? 一、證券臨櫃開戶
      1.證券/複委託/信託開戶紙本密碼單：
         網路/語音/密碼約15~30分鐘生效，憑證密碼約40分鐘生效。
      2.紙本出金密碼單：取得當日PM9:00生效。
      3.證券開戶電子密碼單：
         依您於本公司留存資料寄送email或簡訊可擇一或同時寄送，當日19:30寄發；
         電子密碼30日內有效，密碼連結開啟成功後即失效，請先截圖留存密碼再關閉網頁。

二、期貨臨櫃開戶：
       交易/語音/憑證/出金密碼：取得密碼當日PM9:00生效。

三、線上開戶：
       收到「開戶成功密碼通知函」或簡訊當下即可依照開啟密碼函步驟取得初始密碼進行變更密碼。

※如有其它相關問題，請於台股交易日8:00~20:00致電客服專線028172-4668，將由專人為您服務。",,,
"密碼單使用期限 一、櫃台開戶後交付的密碼單：
       櫃台開戶後所交付的紙本密碼單，僅「憑證密碼」有一個月內使用的效期，其餘密碼單無使用效期。
      「憑證密碼」超過30天未使用，須請帳戶本人致電客服專線028172-4668，將有專協助展延。
二、線上開戶所發出的電子密碼單：
       從發出當天開始計算30天內未開啟取得密碼者，密碼單將失效，如需補發請本人攜帶雙證件與開戶印章親至櫃檯辦理。",,,
"登入看盤出現錯誤代碼100? 帳號錯誤，請重新輸入。
金贏島、金好探、e統金登入時：
帳號請輸入交易帳號共11碼含券商代碼；e指發登入時請選擇開戶分公司(代碼4碼)，帳號請輸入7碼帳號。",,,
"開戶台拿到的密碼一定要變更嗎? 1.網路/語音/出金密碼
首次登入交易系統即需變更，變更成功後請使用新設密碼登入。
2.憑證密碼
僅在申請首張憑證時使用，不需變更。",,,
"線上密碼解鎖 網路或語音密碼錯誤次數達3次，帳戶即會被鎖定。
線上密碼解鎖方式：
一、電腦平台：
       1.請至官網線上解鎖 ：  
        https://tinyurl.com/et8zjhkf 
       2.金好探、金贏島、e統金登入頁面>密碼專區
二、e指發APP：
       登入頁面>「密碼解鎖」

※為確保交易安全，線上解鎖有次數限制，當達次數上限，需隔日再進行申請，若需專人服務，請致電客服專線028172-4668，服務時間為台股交易日8:00~20:00。",,,
"憑證密碼展期與重置 憑證密碼逾期超過30日或遺失，請帳戶本人於台股營業日8:00-20:00 致電客服專線02-81724668 進行展期或重置。
一、展期延展一個月
憑證密碼會延展一個月，請使用憑證初始密碼登入。
二、重置
憑證密碼重置後，請使用身分證字號不含英文字母的9碼數字申請。",,,
憑證密碼解鎖 申請電腦憑證走人工驗證方式或是線上撤銷電腦憑證時，皆需輸入憑證密碼，為提升交易安全，需請帳戶本人致電客服專線02-81724668 申請解鎖後才能進行，客服中心服務時間為台股交易日8:00~20:00。,,,
"優質密碼規範 依主管機關規定，為保障您電子交易安全，自設密碼須符合優質密碼規範，請設定英數組合6~20位密碼。

查看更多[【請點選下方連結進入證券官網】]>交易專區>交易須知>優質密碼
https://tinyurl.com/4den3vv7",,,
"臨櫃補發密碼 補發密碼需由帳戶本人親自至開戶台辦理，分公司服務時間為台股交易日8:00~16:30，請帳戶本人攜帶身分證、第二證件正本及原留印章至開戶台補發密碼，可選擇至原開戶台或就近統一證券據點辦理，若跨點當日櫃台無法直接補發密碼單，將代收申請文件回傳原開戶分公司協助寄出密碼單，需要幾個工作天。

臨櫃補發密碼可選擇領取紙本密碼或發送電子密碼：
一、證券/複委託/信託紙本密碼單：
      1.網路/語音/憑證密碼
        密碼約15~30分鐘生效，憑證密碼約40分鐘生效。
      2.出金密碼
         取得當日PM9:00生效。

二、證券電子密碼：
      1.依您於本公司留存資料寄送email或簡訊可擇一或同時寄送，
        當日19:30寄發網路/語音/憑證密碼。
      2.電子密碼30日內有效，密碼連結開啟成功後即失效，
         請先留存密碼再關閉網頁。

※密碼相關問題，請於台股交易日8:00~20:00致電客服專線028172-4668，由專人為您服務。",,,
"變更出金密碼 一、Windows電腦交易平台：
1.金贏島：點選左下方「交易/帳務」>上方「個人服務」>出金密碼修改。
2.金好探：點選上方主選單「下單帳務」>期貨> 「個人服務」>出金密碼修改。
3.e 統金：點選上方主選單「客戶服務」>出金密碼變更。
4.快易富：請透過其他系統變更出金密碼。
5.統e VIP全球版：點選上方主選單「客戶服務」>變更出金密碼。

二、e指發APP
      1.舊版首頁 > 統一專區 > 證券 >密碼專區 > 密碼類別點選出金 >進行變更
      2.新版首頁 > 我的 >密碼變更 > 密碼類別點選出金 >進行變更

※注意事項：
1、密碼變更僅接受英數組合，長度6~20碼。
2、請勿設定符號或空格。",,,
"變更交易密碼 一、變更初始密碼：
     1.e統金/金贏島/金好探：
       輸入11碼帳號與網路密碼>進行密碼修改。
     2.憑證e總管
       輸入11碼帳號與網路密碼>進行密碼修改。
     3. e指發APP
       選擇開戶分公司、帳號欄位請輸入7碼帳號，密碼類別點選網路，
       輸入網路密碼後執行登入>進行密碼修改。

二、變更自設密碼：
     1.金好探：登入後點選左下方「密碼變更」。
     2.金贏島：登入後點選「功能」>「更改密碼」。
     3. e統金：登入後點選「客戶服務」>「網路密碼變更」。
     4. e指發APP：
        舊版首頁 >統一專區>密碼專區>密碼變更。
        新版首頁 >我的 >密碼變更。

※注意事項：
1、密碼設定僅接受英數組合，長度6~20碼。
2、密碼請勿設定符號或空格。
3、密碼變更時，若有需要使用405語音下單專線，語音與網路請勿同步變更。",,,
"簽署現股當沖資格 線上簽署需具備登入帳號之有效電子憑證，才能進行簽署，簽署現股當沖風險預告書資格符合一項即可：
一、投資人於本公司已開立有效信用交易帳戶
二、證券帳戶開戶滿三個月且近一年內買賣成交達10筆含以上。限上市、上櫃集中市場之交易並完成交割，興櫃交易不予計算
三、若以同業交易資料進行資格確認者，請洽所屬營業員或所屬開戶分公司。",,,
"逐筆交易 逐筆交易已在2020年3月23日正式實施，
簡單說一下逐筆交易的特色，包括交易效率高、資訊透明度增加，更提供多種委託種類供投資人選擇哦！
詳請參考【證交所逐筆交易官網】
https://323go.twse.com.tw/front/index
可是你是不是對逐筆交易依然一知半解？",,,
"想變更期貨電子買賣報告書寄送的信箱，該怎麼辦理? 電腦變更：
期貨官網 > 簽署專區 >基本資料修改
e指發APP變更：
舊版首頁 > 統一專區 > 期貨 >基本資料變更

※注意事項※
1.?經辦人員將於二個營業日內與您聯絡，並且確認本次申請內容無誤。
2.?經辦人員將聯絡您開戶時所留的手機號碼或住宅電話或公司電話。
3.?盤中高風險簡訊及盤後保證金追繳簡訊一併更改為新的手機號碼。
4.?提供之市話、行動電話及通訊地址同意為追加保證金通知聯繫之管道。
5.?申請時間：星期一至星期四07：00 ~ 隔日05：00、星期五07：00 ~ 24：00。",,,
